Order-Line,Order number,Line Number,Order title,Customer name,Account Manager,Sales Rep,Line Description,Product Name,Material,Material Category,Material Sub Category,Storage type,Amount,Amount Numeric,Unit cost,Extended cost,Width per print,Prints across,Machine name,Machine mode,GL Code,Cost Step,Current Step,Order Status,Batch Id,Cost Transaction Date,Cost Created By,Line Revenue,Tags,Line Tags,Com Message Text
F0011722-1,F0011722,1,MTO (F0011722),F. SCHUMACHER & CO - MTO,,,Loudon Rose,Loudon Rose  - 5012031 (Blush),"BNYNeuKaliss 60"" 315Y",BNY SUBSTRATES,PAPER,"60"" Roll",48.024 Linear Feet,48.024,0,0.05,60 inches,1,Bianca,300dpi,,Print,In Progress,In Progress,2728208,10/24/2025,COCONNOR@FSCO.COM,,,10,
F0011916-1,F0011916,1,MTO (F0011916),F. SCHUMACHER & CO - MTO,,,Woodperry,Woodperry - 5008793 (Celadon),"BNYNeuKaliss 60"" 315Y",BNY SUBSTRATES,PAPER,"60"" Roll",51.024 Linear Feet,51.024,0,0.05,60 inches,1,Sasha,4p,,Print,In Progress,In Progress,2728213,10/24/2025,COCONNOR@FSCO.COM,,,10,
F0005147-2,F0005147,2,Custom MTO (F0005147)/S04274,F. SCHUMACHER & CO. CUSTOM MTO,,,Custom Brighton Pavilion Panel SKO,Custom Brighton Pavilion Panel SKO - 850001BRIGHTON (Green),"BNYNeuKaliss 60"" 315Y",BNY SUBSTRATES,PAPER,"60"" Roll",3 Linear Feet,3,0,0,60 inches,1,Bianca,,,Print,Invoiced,Invoiced,,1/21/2025,COCONNOR@FSCO.COM,,,,
F0005822-2,F0005822,2,PD doing an inventory test,F. Schumacher Test Company,,,Montego,Montego - SLW-002 (Grass),"BNYNeuKaliss 60"" 315Y",BNY SUBSTRATES,PAPER,"60"" Roll",15 Linear Feet,15,0,0.01,54.5 inches,1,Bianca,300dpi,,Print,,Canceled,1916708,1/9/2025,LIFTADMIN,,,,
F0005822-3,F0005822,3,PD doing an inventory test,F. Schumacher Test Company,,,Montego,Montego - SLW-003 (Natural),"BNYNeuKaliss 60"" 315Y",BNY SUBSTRATES,PAPER,"60"" Roll",15 Linear Feet,15,0,0.01,60 inches,1,Bianca,300dpi,,Print,,Canceled,1916717,1/9/2025,LIFTADMIN,,,,
F0006097-2,F0006097,2,MTO (F0006097),F. SCHUMACHER & CO - MTO,,,Shell Grotto Panel,Shell Grotto Panel - 5015165 (Seafoam),"BNYNeuKaliss 60"" 315Y",BNY SUBSTRATES,PAPER,"60"" Roll",159.9999 Linear Feet,159.9999,0,0.07,36 inches,1,Bianca,,,Print,Invoiced,Invoiced,1957826,1/31/2025,COCONNOR@FSCO.COM,,,,
F0006417-3,F0006417,3,CONTRACT WALLPAPER (F0006417),Serena & Lily,,,Windermere Wallpaper (Coastal),Windermere Wallpaper SLW-WIN-COA (Coastal),"BNYNeuKaliss 60"" 315Y",BNY SUBSTRATES,PAPER,"60"" Roll",264.7749 Linear Feet,264.7749,0,0.11,30 inches,2,Glow,4p,,Print,Invoiced,Invoiced,2421363,7/25/2025,BLAWLOR@FSCO.COM,,,,
F0006759-2,F0006759,2,Regular (F0006759),F. SCHUMACHER & CO - NEW GOODS,,,Edwin Stripe Medium,Edwin Stripe Medium - 5017640 (Sage),"BNYNeuKaliss 60"" 315Y",BNY SUBSTRATES,PAPER,"60"" Roll",90 Linear Feet,90,0,0.04,30 inches,2,Sasha,4p,,Print,Invoiced,Invoiced,2594465,9/17/2025,XIACHEN,,,10,
F0006779-2,F0006779,2,Memos (F0006779),F. SCHUMACHER & CO - NEW GOODS,,,Edwin Stripe Medium Memos,Edwin Stripe Medium Memos - MS5017640 (Sage),"BNYNeuKaliss 60"" 315Y",BNY SUBSTRATES,PAPER,"60"" Roll",120.3582 Linear Feet,120.3582,0,0.05,8.1 inches,7,Sasha,4p,,Print,Invoiced,Invoiced,2594469,9/17/2025,XIACHEN,,,,
F0007071-2,F0007071,2,Custom MTO (F0007071),F. SCHUMACHER & CO. CUSTOM MTO,,,Custom Shell Grotto Panel B,Custom Shell Grotto Panel B - 850098 (Coral),"BNYNeuKaliss 60"" 315Y",BNY SUBSTRATES,PAPER,"60"" Roll",108 Linear Feet,108,0,0.05,60 inches,1,Bianca,,,Print,Invoiced,Invoiced,2104867,4/6/2025,COCONNOR@FSCO.COM,,,,
F0007457-2,F0007457,2,Regular (F0007457),F. SCHUMACHER & CO - HUB,,,Villandry Damask,Villandry Damask  - 5011750 (Blue),"BNYNeuKaliss 60"" 315Y",BNY SUBSTRATES,PAPER,"60"" Roll",77.01 Linear Feet,77.01,0,0.03,30 inches,2,Trish,4p,,Print,Invoiced,Invoiced,2576686,9/11/2025,BLAWLOR@FSCO.COM,,,10,
F0007819-2,F0007819,2,Memos (F0007819),F. SCHUMACHER & CO - MEMOS,,,Wabi-Sabi Memos,Wabi-Sabi Memos - MS5014591 (Moss),"BNYNeuKaliss 60"" 315Y",BNY SUBSTRATES,PAPER,"60"" Roll",60.6 Linear Feet,60.6,0,0.03,8.1 inches,7,Chyna,300dpi,,Print,Invoiced,Invoiced,2530355,8/28/2025,SREMSON@PARAMOUNTPRINTS.COM,,,,
F0007822-2,F0007822,2,Memos (F0007822),F. SCHUMACHER & CO - MEMOS,,,Marwari Horse Memos,Marwari Horse Memos - MS5011130 (Navy),"BNYNeuKaliss 60"" 315Y",BNY SUBSTRATES,PAPER,"60"" Roll",128.1687 Linear Feet,128.1687,0,0.05,17.1 inches,3,Chyna,300dpi,,Print,Invoiced,Invoiced,2552196,9/4/2025,COCONNOR@FSCO.COM,,,,
F0008732-2,F0008732,2,Memos (F0008732),F. SCHUMACHER & CO - MEMOS,,,Belvedere Memos,Belvedere Memos - MS5007997 (Sky),"BNYNeuKaliss 60"" 315Y",BNY SUBSTRATES,PAPER,"60"" Roll",28.4667 Linear Feet,28.4667,0,0.01,6.1 inches,9,Nikki,Other,,Print,Invoiced,Invoiced,,7/11/2025,COCONNOR@FSCO.COM,,,,
F0008854-2,F0008854,2,Memos (F0008854),F. SCHUMACHER & CO - MEMOS,,,Brighton Pavilion Memos,Brighton Pavilion Memos - MS5007744 (Blue),"BNYNeuKaliss 60"" 315Y",BNY SUBSTRATES,PAPER,"60"" Roll",105.2082 Linear Feet,105.2082,0,0.05,14.1 inches,4,XIA,300dpi,,Print,Invoiced,Invoiced,2422116,7/25/2025,XIACHEN,,,,
F0009203-2,F0009203,2,Memos (F0009203),F. SCHUMACHER & CO - MEMOS,,,Folly Memos,Folly Memos - MS5008002 (Straw),"BNYNeuKaliss 60"" 315Y",BNY SUBSTRATES,PAPER,"60"" Roll",9.6354 Linear Feet,9.6354,0,0,6.1 inches,9,Trish,4p,,Print,Invoiced,Invoiced,2550044,9/4/2025,SREMSON@PARAMOUNTPRINTS.COM,,,,
F0009304-2,F0009304,2,MTO (F0009304),F. SCHUMACHER & CO - MTO,,,Shell Grotto Panel,Shell Grotto Panel - 5015163 (Sand),"BNYNeuKaliss 60"" 315Y",BNY SUBSTRATES,PAPER,"60"" Roll",72 Linear Feet,72,0,0.03,60 inches,1,XIA,300dpi,,Print,Invoiced,Invoiced,2460404,8/7/2025,SHELBY,,,4,
F0009386-2,F0009386,2,Custom MTO (F0009386),F. SCHUMACHER & CO. CUSTOM MTO,,,Custom Dahlia Hand Blocked Print SKO,Custom Dahlia Hand Blocked Print SKO - SKO850193 (White),"BNYNeuKaliss 60"" 315Y",BNY SUBSTRATES,PAPER,"60"" Roll",2.5 Linear Feet,2.5,0,0,36 inches,1,Nikki,Other,,Print,Invoiced,Invoiced,,7/28/2025,PKEEFER@FSCO.COM,,,,
F0009417-2,F0009417,2,Custom MTO (F0009417),F. SCHUMACHER & CO. CUSTOM MTO,,,Custom Olive SKO,Custom Olive SKO - SKO850195 (Option B),"BNYNeuKaliss 60"" 315Y",BNY SUBSTRATES,PAPER,"60"" Roll",2.4999 Linear Feet,2.4999,0,0,36 inches,1,EMBER,300dpi,,Print,Invoiced,Invoiced,2412568,7/23/2025,SARAH,,,,
F0009427-2,F0009427,2,MTO (F0009427),F. SCHUMACHER & CO - MTO,,,Edwin Stripe Narrow,Edwin Stripe Narrow - 5013603 (DarkGreen),"BNYNeuKaliss 60"" 315Y",BNY SUBSTRATES,PAPER,"60"" Roll",30 Linear Feet,30,0,0.01,30 inches,2,Nikki,Other,,Print,Invoiced,Invoiced,,7/31/2025,PKEEFER@FSCO.COM,,,10,
F0009841-2,F0009841,2,MTO (F0009841),F. SCHUMACHER & CO - MTO,,,Edwin Stripe Wide,Edwin Stripe Wide - 5011917 (Naturelle),"BNYNeuKaliss 60"" 315Y",BNY SUBSTRATES,PAPER,"60"" Roll",33 Linear Feet,33,0,0.01,30 inches,2,Bianca,300dpi,,Print,Invoiced,Invoiced,2434427,7/30/2025,COCONNOR@FSCO.COM,,,10,
F0009896-2,F0009896,2,MTO (F0009896),F. SCHUMACHER & CO - MTO,,,Edwin Stripe Narrow,Edwin Stripe Narrow - 5011868 (Citron),"BNYNeuKaliss 60"" 315Y",BNY SUBSTRATES,PAPER,"60"" Roll",93 Linear Feet,93,0,0.04,30 inches,2,XIA,300dpi,,Print,Invoiced,Invoiced,2532878,8/28/2025,JEANNE,,,10,
F0010016-2,F0010016,2,Custom MTO (F0010016),F. SCHUMACHER & CO. CUSTOM MTO,,,Custom Forest Hills Panel Set Inverted Design,Custom Forest Hills Panel Set Inverted Design - 850067 (Sky),"BNYNeuKaliss 60"" 315Y",BNY SUBSTRATES,PAPER,"60"" Roll",105.9999 Linear Feet,105.9999,0,0.05,60 inches,1,Bianca,300dpi,,Print,Invoiced,Invoiced,2485212,8/14/2025,BLAWLOR@FSCO.COM,,,11.78,
F0010073-2,F0010073,2,MTO (F0010073),F. SCHUMACHER & CO - MTO,,,Les Oiseaux Art Panel,Les Oiseaux Art Panel - ART50151512 (Ivory),"BNYNeuKaliss 60"" 315Y",BNY SUBSTRATES,PAPER,"60"" Roll",78.54 Linear Feet,78.54,0,0.03,60 inches,1,Dakota Kai,300dpi,,Print,Invoiced,Invoiced,2463199,8/7/2025,BLAWLOR@FSCO.COM,,,2.38,
F0010509-2,F0010509,2,Custom MTO (F0010509),F. SCHUMACHER & CO. CUSTOM MTO,,,"Custom Les Oiseaux Panel Set 72"" H","Custom Les Oiseaux Panel Set 72"" H - 850201 (Apple Green)","BNYNeuKaliss 60"" 315Y",BNY SUBSTRATES,PAPER,"60"" Roll",90 Linear Feet,90,0,0.04,60 inches,1,Bianca,300dpi,,Print,Invoiced,Invoiced,2589295,9/16/2025,SARAH,,,6,
F0010696-2,F0010696,2,MTO (F0010696),F. SCHUMACHER & CO - MTO,,,Shell Grotto Panel,Shell Grotto Panel - 5015164 (Seafoam),"BNYNeuKaliss 60"" 315Y",BNY SUBSTRATES,PAPER,"60"" Roll",24 Linear Feet,24,0,0.03,60 inches,1,Dakota Kai,300dpi,,Print,Invoiced,Invoiced,2590052,9/16/2025,JOE,,,4,
F0010719-2,F0010719,2,MTO (F0010719),F. SCHUMACHER & CO - MTO,,,Swedish Manor Panel,Swedish Manor Panel - 5015170 (White),"BNYNeuKaliss 60"" 315Y",BNY SUBSTRATES,PAPER,"60"" Roll",108 Linear Feet,108,0,0.12,60 inches,1,XIA,300dpi,,Print,Invoiced,Invoiced,2591420,9/16/2025,JEANNE,,,4,
F0010757-2,F0010757,2,Custom MTO (F0010757),F. SCHUMACHER & CO. CUSTOM MTO,,,Custom Dahlia Hand Blocked Print,Custom Dahlia Hand Blocked Print - 850193 (White),"BNYNeuKaliss 60"" 315Y",BNY SUBSTRATES,PAPER,"60"" Roll",63 Linear Feet,63,0,0.07,30 inches,2,Bianca,300dpi,,Print,Invoiced,Invoiced,2642306,10/1/2025,SREMSON@PARAMOUNTPRINTS.COM,,,,
F0010837-2,F0010837,2,MTO (F0010837),F. SCHUMACHER & CO - MTO,,,Edwin Stripe Medium,Edwin Stripe Medium - 5011897 (Naturelle),"BNYNeuKaliss 60"" 315Y",BNY SUBSTRATES,PAPER,"60"" Roll",93 Linear Feet,93,0,0.1,30 inches,2,XIA,300dpi,,Print,Invoiced,Invoiced,2599475,9/18/2025,JOE,,,10,
F0010894-2,F0010894,2,MTO (F0010894),F. SCHUMACHER & CO - MTO,,,Edwin Stripe Narrow,Edwin Stripe Narrow - 5011875 (Pink),"BNYNeuKaliss 60"" 315Y",BNY SUBSTRATES,PAPER,"60"" Roll",33 Linear Feet,33,0,0.01,30 inches,2,Dakota Kai,300dpi,,Print,Invoiced,Invoiced,2671462,10/9/2025,JOE,,,10,
F0010938-2,F0010938,2,Regular (F0006756) (F0010938),F. SCHUMACHER & CO - NEW GOODS,,,Edwin Stripe Narrow,Edwin Stripe Narrow - 5017633 (Terracotta),"BNYNeuKaliss 60"" 315Y",BNY SUBSTRATES,PAPER,"60"" Roll",90 Linear Feet,90,0,0.04,30 inches,2,Sasha,4p,,Print,Invoiced,Invoiced,2606914,9/19/2025,COCONNOR@FSCO.COM,,,10,
F0010939-2,F0010939,2,Regular (F0006746) (F0010939),F. SCHUMACHER & CO - NEW GOODS,,,Edwin Stripe Medium,Edwin Stripe Medium - 5017641 (Terracotta),"BNYNeuKaliss 60"" 315Y",BNY SUBSTRATES,PAPER,"60"" Roll",90 Linear Feet,90,0,0.04,30 inches,2,Sasha,4p,,Print,Invoiced,Invoiced,2606915,9/19/2025,COCONNOR@FSCO.COM,,,10,
F0010947-2,F0010947,2,Memos (F0006795) (F0010947),F. SCHUMACHER & CO - NEW GOODS,,,Edwin Stripe Narrow Memos,Edwin Stripe Narrow Memos - MS5017633 (Terracotta),"BNYNeuKaliss 60"" 315Y",BNY SUBSTRATES,PAPER,"60"" Roll",56.9334 Linear Feet,56.9334,0,0.02,6.1 inches,9,Sasha,4p,,Print,Invoiced,Invoiced,2606916,9/19/2025,COCONNOR@FSCO.COM,,,,
F0011101-2,F0011101,2,Memos (F0011101),BACKDROP,,,Turini Memos,Turini Memos - MS5014890 (BrightMulti),"BNYNeuKaliss 60"" 315Y",BNY SUBSTRATES,PAPER,"60"" Roll",140.5584 Linear Feet,140.5584,0,0.15,17.1 inches,3,Bianca,300dpi,,Print,Invoiced,Invoiced,2646957,10/2/2025,SREMSON@PARAMOUNTPRINTS.COM,,,,
F0011146-2,F0011146,2,Custom MTO (F0011146),F. SCHUMACHER & CO. CUSTOM MTO,,,Custom Steps Panel Set Section B,Custom Steps Panel Set Section B - 850167 (Rose & Camel),"BNYNeuKaliss 60"" 315Y",BNY SUBSTRATES,PAPER,"60"" Roll",48 Linear Feet,48,0,0.05,60 inches,1,Bianca,300dpi,,Print,Invoiced,Invoiced,2665908,10/8/2025,SHELBY,,,8,
F0011174-2,F0011174,2,Custom MTO (F0011174),F. SCHUMACHER & CO. CUSTOM MTO,,,"Custom Les Oiseaux Panel Set 72"" H","Custom Les Oiseaux Panel Set 72"" H - 850240 (Apple Green)","BNYNeuKaliss 60"" 315Y",BNY SUBSTRATES,PAPER,"60"" Roll",129.9999 Linear Feet,129.9999,0,0.06,60 inches,1,Chyna,300dpi,,Print,Invoiced,Invoiced,2628133,9/26/2025,SHELBY,,,4.33,
F0004022-1,F0004022,1,PAPER (F0004022),Carleton V Ltd.,,,DAINTREE,DAINTREE (3245W-4) GREEN,"PARCPG7100 30"" 500Y",PARAMOUNT SUBSTRATES,PAPER,"30"" Roll",1050 Linear Feet,1050,0,1.83,30 inches,1,Bianca,,,Print,Invoiced,Invoiced,,1/27/2025,BARI,,,,
F0004022-2,F0004022,2,PAPER (F0004022),Carleton V Ltd.,,,WHITE COATED PAPER,"Diamond - 404349 (White 30"")","PARCPG7100 30"" 500Y",PARAMOUNT SUBSTRATES,PAPER,"30"" Roll",1050 Linear Feet,1050,0,1.83,30 inches,1,Bianca,,,Print,Invoiced,Invoiced,,1/27/2025,BARI,,,,
F0004607-1,F0004607,1,Paper (F0004607),F. SCHUMACHER & CO - HUB,,,,EXOTIC BUTTERFLY 5008424 (COLOR),"PARCPG7100 30"" 500Y",PARAMOUNT SUBSTRATES,PAPER,"30"" Roll",675 Linear Feet,675,0,1.17,30 inches,1,Bianca,,,Print,Invoiced,Invoiced,,3/24/2025,BLAWLOR@FSCO.COM,,,,
F0004607-1.01,F0004607,1.01,Paper (F0004607),F. SCHUMACHER & CO - HUB,,,WHITE COATED PAPER,WHITE COATED PAPER,"PARCPG7100 30"" 500Y",PARAMOUNT SUBSTRATES,PAPER,"30"" Roll",675 Linear Feet,675,0,1.17,30 inches,1,Bianca,,,Print,Invoiced,Invoiced,,3/24/2025,BLAWLOR@FSCO.COM,,,,
F0004717-1,F0004717,1,Paper (F0004717),Carleton V Ltd.,,,DAINTREE,DAINTREE (3245W-5) CORAL,"PARCPG7100 30"" 500Y",PARAMOUNT SUBSTRATES,PAPER,"30"" Roll",450 Linear Feet,450,0,0.78,30 inches,1,Bianca,,,Print,Invoiced,Invoiced,,1/27/2025,BARI,,,,
F0004718-1,F0004718,1,Paper (F0004718),Carleton V Ltd.,,,DAINTREE,DAINTREE (3245W-12) RED/BLUE,"PARCPG7100 30"" 500Y",PARAMOUNT SUBSTRATES,PAPER,"30"" Roll",450 Linear Feet,450,0,0.78,30 inches,1,Bianca,,,Print,Invoiced,Invoiced,,1/27/2025,BARI,,,,
F0004719-1,F0004719,1,Paper (F0004719),Carleton V Ltd.,,,DAINTREE,DAINTREE (3245W-22) NAVY,"PARCPG7100 30"" 500Y",PARAMOUNT SUBSTRATES,PAPER,"30"" Roll",450 Linear Feet,450,0,0.78,30 inches,1,Bianca,,,Print,Invoiced,Invoiced,,1/27/2025,BARI,,,,
F0004897-1,F0004897,1,Paper (F0004897),F. SCHUMACHER & CO - HUB,,,LOTUS GARDEN,LOTUS GARDEN,"PARCPG7100 30"" 500Y",PARAMOUNT SUBSTRATES,PAPER,"30"" Roll",1350 Linear Feet,1350,0,2.35,30 inches,1,Bianca,,,Print,Invoiced,Invoiced,,1/27/2025,BLAWLOR@FSCO.COM,,,,
F0004897-1.01,F0004897,1.01,Paper (F0004897),F. SCHUMACHER & CO - HUB,,,WHITE COATED PAPER,WHITE COATED PAPER,"PARCPG7100 30"" 500Y",PARAMOUNT SUBSTRATES,PAPER,"30"" Roll",1350 Linear Feet,1350,0,2.35,30 inches,1,Bianca,,,Print,Invoiced,Invoiced,,1/27/2025,BLAWLOR@FSCO.COM,,,,
F0005228-1,F0005228,1,Paper (F0005228),F. SCHUMACHER & CO - HUB,,,,LOTUS GARDEN 5008432 (LILAC),"PARCPG7100 30"" 500Y",PARAMOUNT SUBSTRATES,PAPER,"30"" Roll",1350 Linear Feet,1350,0,2.35,30 inches,1,Bianca,,,Print,Invoiced,Invoiced,,3/17/2025,BLAWLOR@FSCO.COM,,,,
F0005228-1.01,F0005228,1.01,Paper (F0005228),F. SCHUMACHER & CO - HUB,,,WHITE COATED PAPER,WHITE COATED PAPER,"PARCPG7100 30"" 500Y",PARAMOUNT SUBSTRATES,PAPER,"30"" Roll",1350 Linear Feet,1350,0,2.35,30 inches,1,Bianca,,,Print,Invoiced,Invoiced,,3/17/2025,BLAWLOR@FSCO.COM,,,,
F0005234-1,F0005234,1,Paper (F0005234),F. SCHUMACHER & CO - HUB,,,TWIGGY,TWIGGY,"PARCPG7100 30"" 500Y",PARAMOUNT SUBSTRATES,PAPER,"30"" Roll",3750 Linear Feet,3750,0,6.53,30 inches,1,Bianca,,,Print,Invoiced,Invoiced,,3/3/2025,BLAWLOR@FSCO.COM,,,,
F0005234-1.01,F0005234,1.01,Paper (F0005234),F. SCHUMACHER & CO - HUB,,,WHITE COATED PAPER,WHITE COATED PAPER,"PARCPG7100 30"" 500Y",PARAMOUNT SUBSTRATES,PAPER,"30"" Roll",3750 Linear Feet,3750,0,6.53,30 inches,1,Bianca,,,Print,Invoiced,Invoiced,,3/3/2025,BLAWLOR@FSCO.COM,,,,
F0005560-1,F0005560,1,Paper (F0005560),Meg Braff Designs,,,Up A Tree,Up A Tree UAT-03-W (Coral Aqua on Ivory),"PARCPG7101 30"" 500Y",PARAMOUNT SUBSTRATES,PAPER,"30"" Roll",90 Linear Feet,90,0,0.18,30 inches,1,Bianca,,,Print,Invoiced,Invoiced,,2/2/2025,BLAWLOR@FSCO.COM,,,,
F0005560-2,F0005560,2,Paper (F0005560),Meg Braff Designs,,,Up A Tree,Up A Tree UAT-03-W (Coral Aqua on Ivory),"PARCPG7101 30"" 500Y",PARAMOUNT SUBSTRATES,PAPER,"30"" Roll",255 Linear Feet,255,0,0.5,30 inches,1,Bianca,,,Print,Invoiced,Invoiced,,2/2/2025,BLAWLOR@FSCO.COM,,,,
F0005978-3,F0005978,3,Paper (F0005978),Meg Braff Designs,,,WHITE COATED PAPER,"Diamond - 404349 (White 30"")","PARCPG7100 30"" 500Y",PARAMOUNT SUBSTRATES,PAPER,"30"" Roll",225 Linear Feet,225,0,0.39,30 inches,1,Bianca,,,Print,Invoiced,Invoiced,,3/3/2025,BLAWLOR@FSCO.COM,,,,
F0005990-1,F0005990,1,Paper (F0005990),Quadrille Inc.,,,NITIK II WP,NITIK II WP 149-51WWM (GRAY/BROWN ON MATTE),"PARCPG7100 30"" 500Y",PARAMOUNT SUBSTRATES,PAPER,"30"" Roll",270 Linear Feet,270,0,0.47,30 inches,1,Bianca,,,Print,Invoiced,Invoiced,,1/30/2025,KMUI@PARAMOUNTPRINTS.COM,,,,
F0006073-1,F0006073,1,PAPER (F0006073),Carleton V Ltd.,,,DAINTREE,DAINTREE (3245W-2) BLUE ON IVORY,"PARCPG7100 30"" 500Y",PARAMOUNT SUBSTRATES,PAPER,"30"" Roll",750 Linear Feet,750,0,1.31,30 inches,1,Bianca,,,Print,Invoiced,Invoiced,,1/27/2025,BARI,,,,
F0006106-3,F0006106,3,Paper (F0006106),Meg Braff Designs,,,WHITE COATED PAPER,"Diamond - 404349 (White 30"")","PARCPG7100 30"" 500Y",PARAMOUNT SUBSTRATES,PAPER,"30"" Roll",300 Linear Feet,300,0,0.52,30 inches,1,Bianca,,,Print,Invoiced,Invoiced,,3/3/2025,BLAWLOR@FSCO.COM,,,,
F0006147-2,F0006147,2,Paper (F0006147),Meg Braff Designs,,,WHITE COATED PAPER,"Diamond - 404349 (White 30"")","PARCPG7100 30"" 500Y",PARAMOUNT SUBSTRATES,PAPER,"30"" Roll",300 Linear Feet,300,0,0.52,30 inches,1,Bianca,,,Print,Invoiced,Invoiced,,3/14/2025,KMUI@PARAMOUNTPRINTS.COM,,,,
F0006250-2,F0006250,2,Paper (F0006250),Cowtan and Tout,,,WHITE COATED PAPER,"Diamond - 404349 (White 30"")","PARCPG7100 30"" 500Y",PARAMOUNT SUBSTRATES,PAPER,"30"" Roll",720 Linear Feet,720,0,1.25,30 inches,1,Bianca,,,Print,Invoiced,Invoiced,,3/3/2025,BLAWLOR@FSCO.COM,,,,
F0006269-2,F0006269,2,Paper (F0006269),Cowtan and Tout,,,WHITE COATED PAPER,"Diamond - 404349 (White 30"")","PARCPG7100 30"" 500Y",PARAMOUNT SUBSTRATES,PAPER,"30"" Roll",720 Linear Feet,720,0,1.25,30 inches,1,Bianca,,,Print,Invoiced,Invoiced,,3/7/2025,BLAWLOR@FSCO.COM,,,,
F0006591-1,F0006591,1,Regular (F0006591),F. SCHUMACHER & CO - NEW GOODS,,,Edinburgh Vine,Edinburgh Vine - 5017731 (Forest),"BNYCPG7100 60"" 210Y",BNY SUBSTRATES,PAPER,"60"" Roll",150 Linear Feet,150,0,0.15,60 inches,1,Trish,4p,,Print,Invoiced,Invoiced,2416920,7/24/2025,XIACHEN,,,10,
F0006593-1,F0006593,1,Regular (F0006593),F. SCHUMACHER & CO - NEW GOODS,,,Edinburgh Vine,Edinburgh Vine - 5017731 (Forest),"BNYCPG7100 60"" 210Y",BNY SUBSTRATES,PAPER,"60"" Roll",180 Linear Feet,180,0,0.18,60 inches,1,Trish,4p,,Print,Invoiced,Invoiced,2402630,7/18/2025,COCONNOR@FSCO.COM,,,10,
F0006595-1,F0006595,1,Memos (F0006595),F. SCHUMACHER & CO - NEW GOODS,,,Edinburgh Vine Memos,Edinburgh Vine Memos - MS5017730 (Moss),"BNYCPG7100 60"" 210Y",BNY SUBSTRATES,PAPER,"60"" Roll",120.3582 Linear Feet,120.3582,0,0.12,8.1 inches,7,Trish,4p,,Print,Invoiced,Invoiced,2417147,7/24/2025,SARAH,,,,
F0006596-1,F0006596,1,Regular (F0006596),F. SCHUMACHER & CO - NEW GOODS,,,Edinburgh Vine,Edinburgh Vine - 5017730 (Moss),"BNYCPG7100 60"" 210Y",BNY SUBSTRATES,PAPER,"60"" Roll",25.4661 Linear Feet,25.4661,0,0.02,60 inches,1,Trish,4p,,Print,Invoiced,Invoiced,2402593,7/18/2025,COCONNOR@FSCO.COM,,,10,
F0006597-1,F0006597,1,Memos (F0006597),F. SCHUMACHER & CO - NEW GOODS,,,Edinburgh Vine Memos,Edinburgh Vine Memos - MS5017731 (Forest),"BNYCPG7100 60"" 210Y",BNY SUBSTRATES,PAPER,"60"" Roll",120.3582 Linear Feet,120.3582,0,0.12,8.1 inches,7,Trish,4p,,Print,Invoiced,Invoiced,2412557,7/23/2025,SARAH,,,,
F0006598-1,F0006598,1,Regular (F0006598),F. SCHUMACHER & CO - NEW GOODS,,,Edinburgh Vine,Edinburgh Vine - 5017730 (Moss),"BNYCPG7100 60"" 210Y",BNY SUBSTRATES,PAPER,"60"" Roll",189.4257 Linear Feet,189.4257,0,0.18,60 inches,1,Trish,4p,,Print,Invoiced,Invoiced,2417148,7/24/2025,SARAH,,,10,
F0006613-1,F0006613,1,Regular (F0006613),F. SCHUMACHER & CO - HUB,,,Chinoiserie Moderne,Chinoiserie Moderne - 5011652 (SoftGrey),"BNYCPG7100 60"" 210Y",BNY SUBSTRATES,PAPER,"60"" Roll",183 Linear Feet,183,0,0.18,30 inches,2,Trish,,,Print,Invoiced,Invoiced,2223280,5/16/2025,COCONNOR@FSCO.COM,,,,
F0006971-1,F0006971,1,Regular (F0006971),F. SCHUMACHER & CO - HUB,,,Giove,Giove - 5009462 (Agate&Onyx),"BNYCPG7100 60"" 210Y",BNY SUBSTRATES,PAPER,"60"" Roll",93 Linear Feet,93,0,0.09,60 inches,1,Trish,,,Print,Invoiced,Invoiced,2223248,5/16/2025,COCONNOR@FSCO.COM,,,,
F0007026-1,F0007026,1,Regular (F0007026),F. SCHUMACHER & CO - NEW GOODS,,,Inverness Garden,Inverness Garden - 5017972 (Ivory),"BNYCPG7100 60"" 210Y",BNY SUBSTRATES,PAPER,"60"" Roll",180 Linear Feet,180,0,0.18,60 inches,1,Trish,4p,,Print,Invoiced,Invoiced,2402597,7/18/2025,COCONNOR@FSCO.COM,,,10,
F0007033-1,F0007033,1,Memos (F0007033),F. SCHUMACHER & CO - NEW GOODS,,,Inverness Garden Memos,Inverness Garden Memos - MS5017971 (Buttercup),"BNYCPG7100 60"" 210Y",BNY SUBSTRATES,PAPER,"60"" Roll",210.4167 Linear Feet,210.4167,0,0.2,14.1 inches,4,Trish,4p,,Print,Invoiced,Invoiced,2417149,7/24/2025,SARAH,,,,
F0007047-1,F0007047,1,Memos (F0007047),F. SCHUMACHER & CO - NEW GOODS,,,Inverness Garden Memos,Inverness Garden Memos - MS5017970 (Document),"BNYCPG7100 60"" 210Y",BNY SUBSTRATES,PAPER,"60"" Roll",77.2161 Linear Feet,77.2161,0,0.08,14.1 inches,4,Trish,4p,,Print,Invoiced,Invoiced,2412558,7/23/2025,SARAH,,,,
