PO Number,Line Number,Vendor name,Material,Storage,Unit Cost,Extended Cost,Vendor Sku,Description,Qty,Received Qty,Open Qty,Gl Code,Due date,Created by,Creation date,Last Updated By,Last Update Date,Invoice Number,Status,Source,Contract,Sales Order Status
225,2,TWIL WALLCOVERINGS,PARHBD1018T Blanc,"36"" Roll - ROLL",7.71,771,HBD1018T,,100,100,0,,5/8/2025,BLAWLOR@FSCO.COM,5/7/2025,JMCDONOUGH2011@GMAIL.COM,5/21/2025,,Received Complete,Manual,,
211,2,EPIC TEXTILES,PARComo Natural,Fabric - ROLL,11.25,13500,H56-735,,1200,1206.57,0,,6/15/2025,BLAWLOR@FSCO.COM,4/18/2025,JMCDONOUGH2011@GMAIL.COM,7/14/2025,,Received Complete,Manual,,
211,3,EPIC TEXTILES,PARLeon Bleached,Fabric - ROLL,12.96,19440,LEON Bleached,,1500,1527.56,0,,6/15/2025,BLAWLOR@FSCO.COM,4/18/2025,JMCDONOUGH2011@GMAIL.COM,7/14/2025,,Received Complete,Manual,,
211,4,EPIC TEXTILES,PAROrbit Oyster,Fabric - ROLL,15.75,4725,H76A-735,,300,335.82,0,,6/15/2025,BLAWLOR@FSCO.COM,4/18/2025,JMCDONOUGH2011@GMAIL.COM,7/14/2025,,Received Complete,Manual,,
160,2,"P+W International Co., Ltd.",PNW5007950 PM (Natural),"54"" Roll - ROLL",9.99,2997,5007950,,300,300,0,,3/7/2025,BLAWLOR@FSCO.COM,2/25/2025,DFARLEY@FSCO.COM,2/28/2025,,Received Complete,Manual,,
144,2,Greenland Natural Textured Wallcoverings,PNW5004701 Oatmeal,"36"" Roll - ROLL",4.29,11930.49,GRN5004701,,2781,2781,0,,5/2/2025,BLAWLOR@FSCO.COM,2/2/2025,JMCDONOUGH2011@GMAIL.COM,5/30/2025,,Received Complete,Manual,,
144,3,Greenland Natural Textured Wallcoverings,PNW5004722 Indigo,"36"" Roll - ROLL",4.29,44877.69,GRN5004722,,10461,10461,0,,5/2/2025,BLAWLOR@FSCO.COM,2/2/2025,JMCDONOUGH2011@GMAIL.COM,5/30/2025,,Received Complete,Manual,,
144,4,Greenland Natural Textured Wallcoverings,PNW5010851 Petal,"36"" Roll - ROLL",4.29,19356.48,GRN5010851,,4512,4512,0,,5/2/2025,BLAWLOR@FSCO.COM,2/2/2025,JMCDONOUGH2011@GMAIL.COM,5/30/2025,,Partially Received,Manual,,
144,5,Greenland Natural Textured Wallcoverings,PNW5004716 Ivory,"36"" Roll - ROLL",4.29,27340.17,GRN5004716,,6373,6432,0,,5/2/2025,BLAWLOR@FSCO.COM,2/2/2025,JMCDONOUGH2011@GMAIL.COM,5/30/2025,,Received Complete,Manual,,
144,6,Greenland Natural Textured Wallcoverings,PNW5004720 Charcoal,"36"" Roll - ROLL",4.29,22651.2,GRN5004720,,5280,5280,0,,5/2/2025,BLAWLOR@FSCO.COM,2/2/2025,JMCDONOUGH2011@GMAIL.COM,5/30/2025,,Partially Received,Manual,,
144,7,Greenland Natural Textured Wallcoverings,PNW5004710 Sage,"36"" Roll - ROLL",4.29,11119.68,GRN5004710,,2592,2592,0,,5/2/2025,BLAWLOR@FSCO.COM,2/2/2025,JMCDONOUGH2011@GMAIL.COM,5/30/2025,,Partially Received,Manual,,
142,3,TWIL WALLCOVERINGS,BNY5004716 48y Ivory,"36"" Roll - ROLL",6.45,32250,5004716YD,,5000,5000,0,,2/14/2025,BLAWLOR@FSCO.COM,1/31/2025,JMCDONOUGH2011@GMAIL.COM,5/1/2025,,Received Complete,Manual,,
142,4,TWIL WALLCOVERINGS,PAR5004722 Indigo,"36"" Roll - ROLL",6.45,1238.4,5004722,,192,192,0,,2/14/2025,BLAWLOR@FSCO.COM,1/31/2025,JMCDONOUGH2011@GMAIL.COM,5/1/2025,,Received Complete,Manual,,
142,5,TWIL WALLCOVERINGS,PAR5004720 Charcoal,"36"" Roll - ROLL",6.45,2986.35,5004720,,463,463,0,,2/14/2025,BLAWLOR@FSCO.COM,1/31/2025,JMCDONOUGH2011@GMAIL.COM,5/1/2025,,Partially Received,Manual,,
142,6,TWIL WALLCOVERINGS,PARHBD1018T Blanc,"36"" Roll - ROLL",6.45,6037.2,HBD1018T,,936,972,0,,2/14/2025,BLAWLOR@FSCO.COM,1/31/2025,JMCDONOUGH2011@GMAIL.COM,5/1/2025,,Received Complete,Manual,,
142,7,TWIL WALLCOVERINGS,PARSG2203 Brown,"36"" Roll - ROLL",6.45,2218.8,SG2203,,344,344,0,,2/14/2025,BLAWLOR@FSCO.COM,1/31/2025,JMCDONOUGH2011@GMAIL.COM,5/1/2025,,Received Complete,Manual,,
129,2,OMNI W.C. INC,"PAROM60 Silver 30"" 50Y","30"" Roll - ROLL",3.66,732,OM SILVER,,200,300,0,,2/14/2025,BLAWLOR@FSCO.COM,1/17/2025,BLAWLOR@FSCO.COM,9/8/2025,,Received Complete,Manual,,
126,2,OMNI W.C. INC,"BNYCPG7100 60"" 120Y","60"" Roll - ROLL",1.83,8454.6,DG-2046-120,,4620,4620,0,,2/3/2025,BLAWLOR@FSCO.COM,1/16/2025,JMCDONOUGH2011@GMAIL.COM,3/17/2025,,Received Complete,Manual,,
125,2,OMNI W.C. INC,"PAROM01 30"" 250Y","30"" Roll - ROLL",1.62,1620,OM01,,1000,1000,0,,2/13/2025,BLAWLOR@FSCO.COM,1/16/2025,BLAWLOR@FSCO.COM,2/28/2025,,Received Complete,Manual,,
116,3,"Dwell America, LLC",PARSussex Natural DWL,Fabric - ROLL,6.69,5967.48,,,892,892,0,,8/15/2025,BLAWLOR@FSCO.COM,1/6/2025,JMCDONOUGH2011@GMAIL.COM,8/18/2025,,Partially Received,Manual,,
114,2,TWIL WALLCOVERINGS,PAR5004701 Oatmeal,"36"" Roll - ROLL",7.71,5397,5004701,,700,700,0,,1/3/2025,BLAWLOR@FSCO.COM,12/27/2024,DFARLEY@FSCO.COM,1/10/2025,,Received Complete,Manual,,
102,2,OMNI W.C. INC,"PARCPG7113 40"" 250Y","40"" Roll - ROLL",5.4,3600,,,2000,2000,0,,1/7/2025,BLAWLOR@FSCO.COM,12/10/2024,BLAWLOR@FSCO.COM,1/16/2025,,Received Complete,Manual,,
101,2,OMNI W.C. INC,"PAROM07 30"" 250Y","30"" Roll - ROLL",1.59,3180,OM07,,2000,2000,0,,1/7/2025,BLAWLOR@FSCO.COM,12/10/2024,BLAWLOR@FSCO.COM,1/16/2025,,Received Complete,Manual,,
100,6,"P+W International Co., Ltd.",PNW5007950 PM (Natural),"54"" Roll - ROLL",9.99,9990,5007950,,1000,1183.87,0,,5/13/2025,BLAWLOR@FSCO.COM,12/10/2024,DFARLEY@FSCO.COM,9/8/2025,,Received Complete,Manual,,
94,2,"P+W International Co., Ltd.",PNW5002190 Paprika,"36"" Roll - ROLL",4.65,4650,5002190,,1000,1000,0,,11/29/2024,BLAWLOR@FSCO.COM,11/19/2024,BLAWLOR@FSCO.COM,12/6/2024,,Cancelled,Manual,,
91,2,BREWSTER HOME FASIONS,HOSBrewster White Matte,"54"" Roll - ROLL",6,3000,VO203W,,500,500,0,,12/20/2024,BLAWLOR@FSCO.COM,11/18/2024,BLAWLOR@FSCO.COM,11/18/2024,,Cancelled,Manual,,
86,4,LIBECO,PARA683 Oyster,Fabric - ROLL,13.17,13170,A683 oyster-0021 PFP 140 R05,,1000,1000,0,,11/22/2024,BLAWLOR@FSCO.COM,11/14/2024,BLAWLOR@FSCO.COM,11/14/2024,,Received Complete,Manual,,
85,2,EPIC TEXTILES,PARLeon Natural,Fabric - ROLL,14.94,14940,LEON UNBLEACHED,,1000,1037.92,0,,12/12/2024,BLAWLOR@FSCO.COM,11/14/2024,DFARLEY@FSCO.COM,2/24/2025,,Received Complete,Manual,,
84,2,JAT Home,T-2525 (Bleached),Fabric - ROLL,9.96,14940,T-2525,,1500,1602.8,0,,12/15/2024,BLAWLOR@FSCO.COM,11/14/2024,DFARLEY@FSCO.COM,3/7/2025,,Received Complete,Manual,,
75,2,AHLSTROM NONWOVENS LLC,"BNYAhlstrom 60"" 300Y","60"" Roll - ROLL",2.1,12593.7,WL09708D-300,,5997,5997,0,,10/31/2024,BLAWLOR@FSCO.COM,10/31/2024,JMCDONOUGH2011@GMAIL.COM,12/20/2024,,Received Complete,Manual,,
74,2,TWIL WALLCOVERINGS,PAR5004703 Mocha,"36"" Roll - ROLL",7.71,15420,SG2207RSP,,2000,2027,0,,11/1/2024,BLAWLOR@FSCO.COM,10/31/2024,DFARLEY@FSCO.COM,11/22/2024,,Received Complete,Manual,,
74,3,TWIL WALLCOVERINGS,PAR5004706 Cornflower,"36"" Roll - ROLL",7.44,17112,5004706,,2300,2300,0,,11/1/2024,BLAWLOR@FSCO.COM,10/31/2024,DFARLEY@FSCO.COM,11/22/2024,,Received Complete,Manual,,
74,4,TWIL WALLCOVERINGS,PAR5004729 Flax,"36"" Roll - ROLL",7.71,6769.38,5004729,,878,878,0,,11/1/2024,BLAWLOR@FSCO.COM,10/31/2024,DFARLEY@FSCO.COM,11/22/2024,,Received Complete,Manual,,
72,2,OMNI W.C. INC,"PARGR-FS-5008740 30"" 500Y","30"" Roll - ROLL",1.23,6150,PARGR-FS-5008740,,5000,5000,0,,11/26/2024,BLAWLOR@FSCO.COM,10/29/2024,BLAWLOR@FSCO.COM,12/27/2024,,Received Complete,Manual,,
72,3,OMNI W.C. INC,"PARGR-FS-5008741 30"" 500Y","30"" Roll - ROLL",1.38,6900,PARGR-FS-5008741,,5000,5000,0,,11/26/2024,BLAWLOR@FSCO.COM,10/29/2024,BLAWLOR@FSCO.COM,12/27/2024,,Received Complete,Manual,,
65,2,OMNI W.C. INC,"BNYCPG7100 60"" 210Y","60"" Roll - ROLL",1.74,41760,CPG 7100 60”,,24000,24000,0,,11/18/2024,BLAWLOR@FSCO.COM,10/28/2024,JMCDONOUGH2011@GMAIL.COM,3/17/2025,,Received Complete,Manual,,
63,2,OMNI W.C. INC,"PARCPG7113 30"" 500Y","30"" Roll - ROLL",0.9,3600,CPG7113-30,,4000,4000,0,,11/12/2024,BLAWLOR@FSCO.COM,10/22/2024,BLAWLOR@FSCO.COM,1/16/2025,,Received Complete,Manual,,
53,7,"P+W International Co., Ltd.",PNW5004710 Sage,"36"" Roll - ROLL",4.65,2232,5004710,,480,480,0,,4/24/2025,BLAWLOR@FSCO.COM,10/8/2024,DFARLEY@FSCO.COM,6/27/2025,,Partially Received,Manual,,
52,3,"P+W International Co., Ltd.",PNW5004713 Water Blue,"36"" Roll - ROLL",4.65,18600,5004713,,4000,4128,0,,4/24/2025,BLAWLOR@FSCO.COM,10/8/2024,JMCDONOUGH2011@GMAIL.COM,7/11/2025,,Received Complete,Manual,,
52,4,"P+W International Co., Ltd.",PNW5004700 Silver,"36"" Roll - ROLL",4.65,18600,5004700,,4000,4000,0,,4/24/2025,BLAWLOR@FSCO.COM,10/8/2024,JMCDONOUGH2011@GMAIL.COM,7/11/2025,,Received Complete,Manual,,
52,6,"P+W International Co., Ltd.",PNW5004715 Jet,"36"" Roll - ROLL",4.65,4464,5004715,,960,960,0,,4/24/2025,BLAWLOR@FSCO.COM,10/8/2024,JMCDONOUGH2011@GMAIL.COM,7/11/2025,,Partially Received,Manual,,
51,2,"P+W International Co., Ltd.",PNW5010850 Sand,"36"" Roll - ROLL",4.65,2325,5010850,,500,516,0,,3/10/2025,BLAWLOR@FSCO.COM,10/8/2024,JMCDONOUGH2011@GMAIL.COM,9/18/2025,,Received Complete,Manual,,
51,3,"P+W International Co., Ltd.",PNW5010851 Petal,"36"" Roll - ROLL",4.65,5580,5010851,,1200,2208,0,,4/24/2025,BLAWLOR@FSCO.COM,10/8/2024,JMCDONOUGH2011@GMAIL.COM,9/18/2025,,Received Complete,Manual,,
51,4,"P+W International Co., Ltd.",PNW5004717 Seaglass,"36"" Roll - ROLL",4.65,4650,5004717,,1000,1865,0,,3/10/2025,BLAWLOR@FSCO.COM,10/8/2024,JMCDONOUGH2011@GMAIL.COM,9/18/2025,,Received Complete,Manual,,
51,5,"P+W International Co., Ltd.",PNW5010856 Mist,"36"" Roll - ROLL",4.65,2325,5010856,,500,516,0,,3/10/2025,BLAWLOR@FSCO.COM,10/8/2024,JMCDONOUGH2011@GMAIL.COM,9/18/2025,,Received Complete,Manual,,
51,7,"P+W International Co., Ltd.",PNW5004724 Fog,"36"" Roll - ROLL",4.65,4650,5004724,,1000,1270,0,,3/10/2025,BLAWLOR@FSCO.COM,10/8/2024,JMCDONOUGH2011@GMAIL.COM,9/18/2025,,Received Complete,Manual,,
47,2,OMNI W.C. INC,"PARCPG7113 30"" 500Y","30"" Roll - ROLL",0.9,3600,CPG7113-30,,4000,4000,0,,10/15/2024,BLAWLOR@FSCO.COM,9/11/2024,JMCDONOUGH2011@GMAIL.COM,4/9/2025,,Received Complete,Manual,,
45,2,"P+W International Co., Ltd.",PNW5004700 Silver,"36"" Roll - ROLL",4.65,13838.4,5004700,,2976,2976,0,,11/4/2024,BLAWLOR@FSCO.COM,8/27/2024,BLAWLOR@FSCO.COM,2/26/2025,,Partially Received,Manual,,
45,3,"P+W International Co., Ltd.",PNW5004720 Charcoal,"36"" Roll - ROLL",4.65,9300,5004720,,2000,2016,0,,11/4/2024,BLAWLOR@FSCO.COM,8/27/2024,BLAWLOR@FSCO.COM,2/26/2025,,Received Complete,Manual,,
45,4,"P+W International Co., Ltd.",PNW5010851 Petal,"36"" Roll - ROLL",4.65,4650,5010851,,1000,1000,0,,11/4/2024,BLAWLOR@FSCO.COM,8/27/2024,BLAWLOR@FSCO.COM,2/26/2025,,Received Complete,Manual,,
45,5,"P+W International Co., Ltd.",PNW5004713 Water Blue,"36"" Roll - ROLL",4.65,8370,5004713,,1800,1824,0,,11/4/2024,BLAWLOR@FSCO.COM,8/27/2024,BLAWLOR@FSCO.COM,2/26/2025,,Received Complete,Manual,,
45,6,"P+W International Co., Ltd.",PNW5004728 Parchment,"36"" Roll - ROLL",4.65,2678.4,5004728,,576,576,0,,11/4/2024,BLAWLOR@FSCO.COM,8/27/2024,BLAWLOR@FSCO.COM,2/26/2025,,Partially Received,Manual,,
45,7,"P+W International Co., Ltd.",PNW5010855 Cloud,"36"" Roll - ROLL",4.65,1785.6,5010855,,384,384,0,,11/4/2024,BLAWLOR@FSCO.COM,8/27/2024,BLAWLOR@FSCO.COM,2/26/2025,,Partially Received,Manual,,
45,8,"P+W International Co., Ltd.",PNW5004717 Lavender,"36"" Roll - ROLL",4.65,3720,5004717,,800,768,0,,11/4/2024,BLAWLOR@FSCO.COM,8/27/2024,BLAWLOR@FSCO.COM,2/26/2025,,Received Complete,Manual,,
45,9,"P+W International Co., Ltd.",PNW5010856 Mist,"36"" Roll - ROLL",4.65,4650,5010856,,1000,1056,0,,11/4/2024,BLAWLOR@FSCO.COM,8/27/2024,BLAWLOR@FSCO.COM,2/26/2025,,Received Complete,Manual,,
45,10,"P+W International Co., Ltd.",PNW5004715 Jet,"36"" Roll - ROLL",4.65,2325,5004715,,500,514,0,,11/4/2024,BLAWLOR@FSCO.COM,8/27/2024,BLAWLOR@FSCO.COM,2/26/2025,,Received Complete,Manual,,
45,11,"P+W International Co., Ltd.",PNW5004701 Oatmeal,"36"" Roll - ROLL",4.65,5580,5004701,,1200,1248,0,,11/4/2024,BLAWLOR@FSCO.COM,8/27/2024,BLAWLOR@FSCO.COM,2/26/2025,,Received Complete,Manual,,
45,12,"P+W International Co., Ltd.",PNW5004705 Robin's Egg,"36"" Roll - ROLL",4.65,7440,5004705,,1600,1632,0,,11/4/2024,BLAWLOR@FSCO.COM,8/27/2024,BLAWLOR@FSCO.COM,2/26/2025,,Received Complete,Manual,,
45,13,"P+W International Co., Ltd.",PNW5010850 Sand,"36"" Roll - ROLL",4.65,2325,5010850,,500,480,0,,11/4/2024,BLAWLOR@FSCO.COM,8/27/2024,BLAWLOR@FSCO.COM,2/26/2025,,Received Complete,Manual,,
45,14,"P+W International Co., Ltd.",PNW5004729 Flax,"36"" Roll - ROLL",4.65,3255,5004729,,700,768,0,,11/4/2024,BLAWLOR@FSCO.COM,8/27/2024,BLAWLOR@FSCO.COM,2/26/2025,,Received Complete,Manual,,
45,15,"P+W International Co., Ltd.",PNW5004702 Driftwood,"36"" Roll - ROLL",4.65,3720,5004702,,800,768,0,,11/4/2024,BLAWLOR@FSCO.COM,8/27/2024,BLAWLOR@FSCO.COM,2/26/2025,,Received Complete,Manual,,
45,16,"P+W International Co., Ltd.",PNW5004721 Plum,"36"" Roll - ROLL",4.65,5580,5004721,,1200,1200,0,,11/4/2024,BLAWLOR@FSCO.COM,8/27/2024,BLAWLOR@FSCO.COM,2/26/2025,,Received Complete,Manual,,
45,17,"P+W International Co., Ltd.",PNW5004711 Sepia,"36"" Roll - ROLL",4.65,18600,5004711,,4000,4104,0,,11/4/2024,BLAWLOR@FSCO.COM,8/27/2024,BLAWLOR@FSCO.COM,2/26/2025,,Received Complete,Manual,,
45,18,"P+W International Co., Ltd.",PNW5004710 Sage,"36"" Roll - ROLL",4.65,2325,5004710,,500,500,0,,11/4/2024,BLAWLOR@FSCO.COM,8/27/2024,BLAWLOR@FSCO.COM,2/26/2025,,Received Complete,Manual,,
303,1,OMNI W.C. INC,"BNYCPG7100 60"" 210Y","60"" Roll - ROLL",1.83,1098,CPG 7100 60”,INV 8-26,600,600,0,,9/26/2025,BLAWLOR@FSCO.COM,8/26/2025,JMCDONOUGH2011@GMAIL.COM,9/23/2025,,Received Complete,Manual,,
278,1,OMNI W.C. INC,"PARCPG7113 30"" 500Y","30"" Roll - ROLL",0.99,2970,CPG7113-30,INV on 9-1,3000,3000,0,,9/30/2025,JMCDONOUGH2011@GMAIL.COM,7/29/2025,DFARLEY@FSCO.COM,9/11/2025,,Received Complete,Manual,,
273,1,"P+W International Co., Ltd.",PNW5004717 Seaglass,"36"" Roll - ROLL",4.77,1373.76,5004717,7-25-2025 FOB,288,288,0,,7/31/2025,JMCDONOUGH2011@GMAIL.COM,7/23/2025,DFARLEY@FSCO.COM,8/18/2025,,Received Complete,Manual,,
272,1,"P+W International Co., Ltd.",5017830 MULBERRY PAPER (Natural),"36"" Roll - ROLL",14.82,355.68,,8-5-2025 FOB,24,24,0,,9/15/2025,JMCDONOUGH2011@GMAIL.COM,7/23/2025,JMCDONOUGH2011@GMAIL.COM,9/5/2025,,Received Complete,Manual,,
272,2,"P+W International Co., Ltd.",5017831 MULBERRY PAPER (Whitewash),"36"" Roll - ROLL",16.47,2635.2,,8-5-2025 FOB,160,160,0,,9/15/2025,JMCDONOUGH2011@GMAIL.COM,7/23/2025,JMCDONOUGH2011@GMAIL.COM,9/5/2025,,Received Complete,Manual,,
272,3,"P+W International Co., Ltd.",5017830 MULBERRY PAPER (Natural),"36"" Roll - ROLL",16.47,2766.96,,8-5-2025 FOB,168,168,0,,9/15/2025,JMCDONOUGH2011@GMAIL.COM,7/23/2025,JMCDONOUGH2011@GMAIL.COM,9/5/2025,,Received Complete,Manual,,
272,4,"P+W International Co., Ltd.",5017831 MULBERRY PAPER (Whitewash),"36"" Roll - ROLL",14.82,829.92,,8-5-2025 FOB,56,56,0,,9/15/2025,JMCDONOUGH2011@GMAIL.COM,7/23/2025,JMCDONOUGH2011@GMAIL.COM,9/5/2025,,Received Complete,Manual,,
255,1,"P+W International Co., Ltd.",HARUKI SISAL 5016852 (TANLINES),"36"" Roll - ROLL",4.77,1373.76,,Schumacher,288,288,0,,10/1/2025,JMCDONOUGH2011@GMAIL.COM,6/17/2025,LIFTSUPPORT,8/4/2025,,Received Complete,Manual,,
255,2,"P+W International Co., Ltd.",PNW5004721 Plum,"36"" Roll - ROLL",4.65,892.8,5004721,Schumacher,192,192,0,,10/1/2025,JMCDONOUGH2011@GMAIL.COM,6/17/2025,LIFTSUPPORT,8/4/2025,,Received Complete,Manual,,
249,1,"P+W International Co., Ltd.",Windowpane Embro. Sisal 5015201 (Java),"36"" Roll - ROLL",10.35,3974.4,,7-1-2025 FOB,384,384,0,,8/10/2025,JMCDONOUGH2011@GMAIL.COM,6/12/2025,JMCDONOUGH2011@GMAIL.COM,9/5/2025,,Received Complete,Manual,,
249,2,"P+W International Co., Ltd.",5006166 Harshaw Pinstripe Sisal (Slate),"36"" Roll - ROLL",8.76,4064.64,5006166,7-7-2025 FOB,464,464,0,,8/18/2025,JMCDONOUGH2011@GMAIL.COM,6/12/2025,JMCDONOUGH2011@GMAIL.COM,9/5/2025,,Received Complete,Manual,,
249,3,"P+W International Co., Ltd.",PNW5010852 Dove,"36"" Roll - ROLL",4.65,3124.8,5010852,7-7-2025 FOB,672,672,0,,8/17/2025,JMCDONOUGH2011@GMAIL.COM,6/12/2025,JMCDONOUGH2011@GMAIL.COM,9/5/2025,,Received Complete,Manual,,
249,4,"P+W International Co., Ltd.",Windowpane Embro. Sisal 5015202 (Char),"36"" Roll - ROLL",10.35,2980.8,501520,7-1-2025 FOB,288,288,0,,8/10/2025,JMCDONOUGH2011@GMAIL.COM,6/12/2025,JMCDONOUGH2011@GMAIL.COM,9/5/2025,,Received Complete,Manual,,
249,5,"P+W International Co., Ltd.",Open Paperweave 5010323 (Sky),"36"" Roll - ROLL",7.11,5858.64,5010323,7-20-2025 FOB,824,824,0,,8/25/2025,JMCDONOUGH2011@GMAIL.COM,6/12/2025,JMCDONOUGH2011@GMAIL.COM,9/5/2025,,Received Complete,Manual,,
249,6,"P+W International Co., Ltd.",Karami Weave 5003010 (Rice),"36"" Roll - ROLL",7.59,6436.32,,7-7-2025 FOB,848,848,0,,8/17/2025,JMCDONOUGH2011@GMAIL.COM,6/12/2025,JMCDONOUGH2011@GMAIL.COM,9/5/2025,,Received Complete,Manual,,
249,7,"P+W International Co., Ltd.",PNW5002197 (Ivory),"36"" Roll - ROLL",4.65,2232,5002197,7-7-2025 FOB,480,480,0,,8/17/2025,JMCDONOUGH2011@GMAIL.COM,6/12/2025,JMCDONOUGH2011@GMAIL.COM,9/5/2025,,Received Complete,Manual,,
249,8,"P+W International Co., Ltd.",5006163 Harshaw Pinstripe Sisal (Pecan),"36"" Roll - ROLL",8.76,4064.64,5006163,7-7-2025 FOB,464,464,0,,8/17/2025,JMCDONOUGH2011@GMAIL.COM,6/12/2025,JMCDONOUGH2011@GMAIL.COM,9/5/2025,,Received Complete,Manual,,
249,9,"P+W International Co., Ltd.",Kumano Jute 5002800 (Cream),"36"" Roll - ROLL",7.08,5097.6,,7-1-2025 FOB,720,720,0,,8/10/2025,JMCDONOUGH2011@GMAIL.COM,6/12/2025,JMCDONOUGH2011@GMAIL.COM,9/5/2025,,Received Complete,Manual,,
249,10,"P+W International Co., Ltd.",Bamba Rushcloth 5002842 (Ash),"36"" Roll - ROLL",6.6,5702.4,,7-7-2025 FOB,864,864,0,,8/17/2025,JMCDONOUGH2011@GMAIL.COM,6/12/2025,JMCDONOUGH2011@GMAIL.COM,9/5/2025,,Received Complete,Manual,,
249,11,"P+W International Co., Ltd.",Ayame Sisal 5002905 (Sage),"36"" Roll - ROLL",5.73,4904.88,,7-7-2025 FOB,856,856,0,,8/17/2025,JMCDONOUGH2011@GMAIL.COM,6/12/2025,JMCDONOUGH2011@GMAIL.COM,9/5/2025,,Received Complete,Manual,,
249,12,"P+W International Co., Ltd.",Kin Sisal Embroidery 5015780 (Hazel),"36"" Roll - ROLL",12.27,5595.12,,7-7-2025 FOB,456,456,0,,8/17/2025,JMCDONOUGH2011@GMAIL.COM,6/12/2025,JMCDONOUGH2011@GMAIL.COM,9/5/2025,,Received Complete,Manual,,
249,14,"P+W International Co., Ltd.",Hemp Shimmer 5007878 (Sapphire Shimmer),"36"" Roll - ROLL",9.27,3559.68,,7-7-2025 FOB,384,384,0,,8/17/2025,JMCDONOUGH2011@GMAIL.COM,6/12/2025,JMCDONOUGH2011@GMAIL.COM,9/5/2025,,Received Complete,Manual,,
249,16,"P+W International Co., Ltd.",SCONSET EMBR. RAFFIA 5016430 (Natural),"36"" Roll - ROLL",21.99,6135.21,,7-7-2025 FOB,279,279,0,,8/17/2025,JMCDONOUGH2011@GMAIL.COM,6/12/2025,JMCDONOUGH2011@GMAIL.COM,9/5/2025,,Received Complete,Manual,,
249,19,"P+W International Co., Ltd.",PNW5007871,"36"" Roll - ROLL",9.03,3467.52,5007871,7-7-2025 FOB,384,384,0,,8/17/2025,JMCDONOUGH2011@GMAIL.COM,6/12/2025,JMCDONOUGH2011@GMAIL.COM,9/5/2025,,Received Complete,Manual,,
249,20,"P+W International Co., Ltd.",Windowpane Embro. Sisal 5015201 (Java),"36"" Roll - ROLL",10.35,6458.4,,7-7-2025 FOB,624,624,0,,8/17/2025,JMCDONOUGH2011@GMAIL.COM,6/12/2025,JMCDONOUGH2011@GMAIL.COM,9/5/2025,,Received Complete,Manual,,
249,21,"P+W International Co., Ltd.",Windowpane Embro. Sisal 5015202 (Char),"36"" Roll - ROLL",10.35,4305.6,501520,7-1-2025 FOB,416,416,0,,8/10/2025,JMCDONOUGH2011@GMAIL.COM,6/12/2025,JMCDONOUGH2011@GMAIL.COM,9/5/2025,,Received Complete,Manual,,
249,23,"P+W International Co., Ltd.",Kumano Jute 5002800 (Cream),"36"" Roll - ROLL",7.08,679.68,,7-7-2025 FOB,96,96,0,,8/17/2025,JMCDONOUGH2011@GMAIL.COM,6/12/2025,JMCDONOUGH2011@GMAIL.COM,9/5/2025,,Received Complete,Manual,,
249,24,"P+W International Co., Ltd.",Windowpane Embro. Sisal 5015202 (Char),"36"" Roll - ROLL",10.35,1324.8,501520,7-7-2025 FOB,128,128,0,,8/17/2025,JMCDONOUGH2011@GMAIL.COM,6/12/2025,JMCDONOUGH2011@GMAIL.COM,9/5/2025,,Received Complete,Manual,,
249,25,"P+W International Co., Ltd.",PNW5010852 Dove,"36"" Roll - ROLL",4.77,877.68,5010852,7-20-2025 FOB,184,184,0,,8/25/2025,JMCDONOUGH2011@GMAIL.COM,6/12/2025,JMCDONOUGH2011@GMAIL.COM,9/5/2025,,Received Complete,Manual,,
244,1,"P+W International Co., Ltd.",Palm Weave 5010260 (Natural),"36"" Roll - ROLL",11.61,2043.36,,7-1-2025 FOB,176,176,0,,8/10/2025,JMCDONOUGH2011@GMAIL.COM,6/10/2025,JMCDONOUGH2011@GMAIL.COM,9/5/2025,,Received Complete,Manual,,
244,4,"P+W International Co., Ltd.",Gilded Linen 5007841 (Silver),"36"" Roll - ROLL",8.64,6842.88,,7-20-2025 FOB,792,792,0,,8/25/2025,JMCDONOUGH2011@GMAIL.COM,6/10/2025,JMCDONOUGH2011@GMAIL.COM,9/5/2025,,Received Complete,Manual,,
244,7,"P+W International Co., Ltd.",Linen Gesso 5007800 (White),"36"" Roll - ROLL",8.64,10437.12,,7-20-2025 FOB,1208,1208,0,,8/25/2025,JMCDONOUGH2011@GMAIL.COM,6/10/2025,JMCDONOUGH2011@GMAIL.COM,9/5/2025,,Received Complete,Manual,,
244,8,"P+W International Co., Ltd.",Linen Gesso 5007805 (Aqua),"36"" Roll - ROLL",8.64,10160.64,,7-20-2025 FOB,1176,1176,0,,8/25/2025,JMCDONOUGH2011@GMAIL.COM,6/10/2025,JMCDONOUGH2011@GMAIL.COM,9/5/2025,,Received Complete,Manual,,
244,10,"P+W International Co., Ltd.",Linen Gesso 5007802 (Greige),"36"" Roll - ROLL",8.64,6635.52,,7-20-2025 FOB,768,768,0,,8/25/2025,JMCDONOUGH2011@GMAIL.COM,6/10/2025,JMCDONOUGH2011@GMAIL.COM,9/5/2025,,Received Complete,Manual,,
